Antecedent,Consequent,Support,Confidence,Lift
"HighHunksCount, +Contributor",+Size,0.041496850685439055,0.5354396175431304,1.3446261104886792
"LowChangeSet, +Contributor",+Size,0.04451729303928991,0.5719755769429783,1.4363772685486869
"LowCodeChurn, +Contributor",+Size,0.04205261207854761,0.4661190965092402,1.1705445156254821
"MajorContributor, +Contributor",+Size,0.06773845385569535,0.6177918166458533,1.5514335889449478
"+WordsInDiscussion, +NumPullRequests",+Coupling,0.07921613480032863,0.3535989070252391,1.0839148363737972
"+NumPullRequests, +WordsPerComment",+Coupling,0.03241136008505566,0.38437291049765976,1.1782488353643388
"-WordsPerComment, +NumPullRequests",+Coupling,0.0374534851877507,0.32915693353153536,1.0089909121938236
"HighCodeChurn, +NumPullRequests",+Coupling,0.02513813489698278,0.3248334721065778,0.9957378622270521
"HighHunksCount, +NumPullRequests",+Coupling,0.039998711277929026,0.44937109763822286,1.3774929449453341
"LowChangeSet, +NumPullRequests",+Coupling,0.029020410135799087,0.3992243767313019,1.223774215315245
"LowCodeChurn, +NumPullRequests",+Coupling,0.0252186800264188,0.3166144200626959,0.9705433486855946
"+NumPullRequests, MajorContributor",+Coupling,0.07961080593456514,0.39048672566371684,1.1969899989643253
ExtractionRefactoring,"+Size, +Coupling",0.0164473154308359,0.4229494614747308,1.823357319349065
HighHunksCount,"+Size, +Coupling",0.08408911513120802,0.3367090240598594,1.4515702688679393
LowChangeSet,"+Size, +Coupling",0.08068205615606425,0.3261166818596172,1.4059061258932224
"+WordsInDiscussion, +WordsPerComment",+Coupling,0.050952848881228155,0.38563764935381617,1.1821257399109597
"-WordsPerComment, +WordsInDiscussion",+Coupling,0.06330847173671408,0.32451178729201935,0.9947517761950859
"+WordsInDiscussion, HighCodeChurn",+Coupling,0.03052660405625272,0.33406787130894666,1.0240448001207585
"+WordsInDiscussion, HighHunksCount",+Coupling,0.04290639045056945,0.44310430876726004,1.358282858888213
"+WordsInDiscussion, LowChangeSet",+Coupling,0.03025275061617024,0.40500323485011863,1.24148860845345
"LowCodeChurn, +WordsInDiscussion",+Coupling,0.026136894501989465,0.3156614785992218,0.9676222214707367
"+WordsInDiscussion, MajorContributor",+Coupling,0.0899850186059249,0.3763770508371795,1.153738491176712
"HighChangeSet, +WordsPerComment",+Coupling,0.010873592473863105,0.3094201237680495,0.9484901003974722
"HighCodeChurn, +WordsPerComment",+Coupling,0.01263753080851201,0.44599204093234796,1.3671348538322732
"HighHunksCount, +WordsPerComment",+Coupling,0.01736552990640656,0.4939289805269187,1.5140797651557716
"LowChangeSet, +WordsPerComment",+Coupling,0.010414485236077775,0.42007797270955166,1.2876984006661814
"MajorContributor, +WordsPerComment",+Coupling,0.03380479082429885,0.4237681744749596,1.2990102694623509
"MinorContributor, +WordsPerComment",+Coupling,0.0171480580569293,0.32753846153846156,1.0040296813452707
"-WordsPerComment, HighHunksCount",+Coupling,0.021594149201797766,0.40850220935547765,1.2522142931292275
"-WordsPerComment, LowChangeSet",+Coupling,0.016769495948579988,0.3932011331444759,1.205310687976378
"-WordsPerComment, LowCodeChurn",+Coupling,0.014828358329171835,0.31400307010063105,0.9625385700773726
"-WordsPerComment, MajorContributor",+Coupling,0.04638594004220565,0.3482072676703549,1.0673874156917003
"ExtractionRefactoring, HighHunksCount",+Coupling,0.012565040192019589,0.49951969260326606,1.5312174192747492
"ExtractionRefactoring, MajorContributor",+Coupling,0.015633809623532065,0.4828358208955224,1.4800750211708729
"HighHunksCount, HighCodeChurn",+Coupling,0.023229215329349035,0.368044920877999,1.1281973509132164
"HighHunksCount, LowChangeSet",+Coupling,0.030905166164602028,0.47599553405284706,1.4591069461951798
"LowCodeChurn, HighHunksCount",+Coupling,0.018815342236254973,0.41054481546572935,1.2584756560004977
"HighHunksCount, MajorContributor",+Coupling,0.09074214282262352,0.4565939855718571,1.3996338374571218
"MinorContributor, HighHunksCount",+Coupling,0.017711873962981458,0.34728363866077067,1.064556142271723
"LowCodeChurn, LowChangeSet",+Coupling,0.06674774876363226,0.3528935825916621,1.0817527493231252
"LowChangeSet, MajorContributor",+Coupling,0.07158045652979364,0.42339209147212953,1.2978574323399035
"MinorContributor, LowChangeSet",+Coupling,0.025991913269004623,0.33179107546781816,1.0170655568522913
"LowCodeChurn, MajorContributor",+Coupling,0.05674404368767821,0.3358440196405587,1.02948936878312
"+WordsInDiscussion, +NumPullRequests",+Size,0.08709344845917168,0.38876105558351914,0.9762786483326167
"+NumPullRequests, +WordsPerComment",+Size,0.03589896418963545,0.42573311682109083,1.069124969878147
"-WordsPerComment, +NumPullRequests",+Size,0.03906438777647116,0.3433142209952573,0.8621499988560687
"HighCodeChurn, +NumPullRequests",+Size,0.023261433381123443,0.3005828476269775,0.7548405684637587
"HighHunksCount, +NumPullRequests",+Size,0.04555632520901461,0.5118088860736586,1.2852832873154596
"LowChangeSet, +NumPullRequests",+Size,0.040038983842647036,0.550803324099723,1.3832083153032426
"LowCodeChurn, +NumPullRequests",+Size,0.03568954685310179,0.44807361715036914,1.1252276919777289
"+NumPullRequests, MajorContributor",+Size,0.09396394800006444,0.4608881163084703,1.157408183663946
"+WordsInDiscussion, +WordsPerComment",+Size,0.05720315092546354,0.4329431845891246,1.0872312979525918
"-WordsPerComment, +WordsInDiscussion",+Size,0.06962320988449829,0.35688039304735564,0.8962181338295959
"ExtractionRefactoring, +WordsInDiscussion",+Size,0.010583630007893422,0.7259668508287292,1.823088824567448
"+WordsInDiscussion, HighHunksCount",+Size,0.048786184899399135,0.5038263184162369,1.2652370140304108
"+WordsInDiscussion, LowChangeSet",+Size,0.04189957633261917,0.5609230105671771,1.4086214416545098
"LowCodeChurn, +WordsInDiscussion",+Size,0.03704270502762698,0.4473735408560311,1.123469620976146
"+WordsInDiscussion, MajorContributor",+Size,0.10525637514699486,0.4402519960920392,1.1055855968529105
"HighCodeChurn, +WordsPerComment",+Size,0.010640011598498639,0.3754974417282547,0.9429703145356851
"HighHunksCount, +WordsPerComment",+Size,0.01915363177988627,0.5447880870561284,1.3681025134077665
"LowChangeSet, +WordsPerComment",+Size,0.014103452164247628,0.5688758934372969,1.4285931688305622
"LowCodeChurn, +WordsPerComment",+Size,0.01274223947677884,0.4463882618510158,1.1209953328718425
"MajorContributor, +WordsPerComment",+Size,0.04002287481675983,0.5017164781906301,1.2599386644810675
"MinorContributor, +WordsPerComment",+Size,0.017180276108703707,0.32815384615384613,0.8240784120913573
ExtractionRefactoring,"+Size, -Cohesion",0.012935547787425294,0.33264291632145815,2.9511896979401397
"-WordsPerComment, HighHunksCount",+Size,0.02479179084040788,0.46899283864086544,1.1777612186455635
"-WordsPerComment, LowChangeSet",+Size,0.02353528682120592,0.5518413597733711,1.3858150889237872
"-WordsPerComment, LowCodeChurn",+Size,0.020949788166309585,0.4436295411905168,1.1140674782452602
"-WordsPerComment, MajorContributor",+Size,0.05262818757349743,0.395066207146744,0.9921124998907109
"ExtractionRefactoring, HighHunksCount",+Size,0.01734136636757575,0.6894012167787383,1.7312631458554477
"ExtractionRefactoring, LowChangeSet",+Size,0.012267023213106304,0.8400441257584115,2.1095660994237306
"ExtractionRefactoring, MajorContributor",+Size,0.023664159028303558,0.7308457711442786,1.8353410439257827
"HighHunksCount, HighCodeChurn",+Size,0.024767627301577073,0.39241960183767227,0.985466195646238
"HighCodeChurn, MajorContributor",+Size,0.04747329928959196,0.33335218596233246,0.8371327756622793
"HighHunksCount, LowChangeSet",+Size,0.04090887124055608,0.6300707108299218,1.582269039268151
"LowCodeChurn, HighHunksCount",+Size,0.026241603170256294,0.5725834797891037,1.437903868398155
"HighHunksCount, MajorContributor",+Size,0.10947693992944246,0.5508632568695794,1.3833588218488595
"MinorContributor, HighHunksCount",+Size,0.018823396749198577,0.3690777005685408,0.9268486991319932
"LowCodeChurn, LowChangeSet",+Size,0.09867583807207178,0.5216965464378487,1.3101137366541529
"LowChangeSet, MajorContributor",+Size,0.10179293458124587,0.6020962363030014,1.5120179639952838
"MinorContributor, LowChangeSet",+Size,0.03428806160091499,0.43769278223318936,1.0991587549379922
"LowCodeChurn, MajorContributor",+Size,0.08408106061826441,0.4976402726796015,1.2497022677291865
"LowCodeChurn, MinorContributor",+Size,0.03742932164891989,0.364242044207556,0.9147051266519329
"RenameRefactoring, MajorContributor",+Size,0.010309776567810944,0.44959606603442215,1.1290509513225924
"ExtractionRefactoring, HighHunksCount",-Cohesion,0.011993169773023825,0.47678514249119436,3.341317598828841
"ExtractionRefactoring, MajorContributor",-Cohesion,0.014490068785540539,0.4475124378109453,3.13617403499549
"HighHunksCount, LowChangeSet",-Cohesion,0.0203054271308214,0.31274035479469053,2.1916892080142247
"HighHunksCount, HighCodeChurn",-Size,0.01943553973291235,0.30793772332822866,1.7136575572430703
"MajorContributor, +Contributor","+Complexity, +Coupling",0.035552620133060556,0.3242488797473004,2.0343016532490945
"+NumPullRequests, +Contributor, MajorContributor",+Complexity,0.017744092014755866,0.4333202202989771,1.847346975860147
"HighHunksCount, +Contributor","+Size, +Complexity",0.024832063405125893,0.320411556848888,1.4962341155082124
"LowChangeSet, +Contributor","+Size, +Complexity",0.027884723810751164,0.35827382800372554,1.6730405401878565
"MajorContributor, +Contributor","+Size, +Complexity",0.04747329928959196,0.43296848600602367,2.021844112219952
"+WordsInDiscussion, MajorContributor, +Contributor",+Complexity,0.01512637530808512,0.4228777302409367,1.802828161538811
"HighHunksCount, MajorContributor, +Contributor",+Complexity,0.021900220693654656,0.46006768189509306,1.961377754893324
"LowCodeChurn, LowChangeSet, +Contributor",+Complexity,0.02145722248175653,0.3538788522848034,1.5086695634423282
"LowChangeSet, MajorContributor, +Contributor",+Complexity,0.018227362791372007,0.6717126743840902,2.8636706055724996
"LowCodeChurn, MajorContributor, +Contributor",+Complexity,0.01309663804629734,0.598233995584989,2.5504135529104706
ExtractionRefactoring,"+Size, +Complexity, +Coupling",0.01348325466759025,0.3467274233637117,2.2529751672318135
"ExtractionRefactoring, MajorContributor","+Complexity, +Coupling",0.01208176941540345,0.373134328358209,2.341003557682807
"HighHunksCount, LowChangeSet","+Complexity, +Coupling",0.021328350274658892,0.32849522391762814,2.0609427474995807
"HighHunksCount, +NumPullRequests","+Size, +Complexity",0.026861800666913672,0.3017826441046059,1.4092422009314043
"LowChangeSet, +NumPullRequests","+Size, +Complexity",0.02352723230826232,0.32365650969529086,1.5113871555538099
"+WordsInDiscussion, HighHunksCount, +NumPullRequests",+Complexity,0.020281263591990593,0.32803543512245964,1.3984929404640427
"+WordsInDiscussion, LowChangeSet, +NumPullRequests",+Complexity,0.01639093384023068,0.359096523733898,1.5309137355833518
"+NumPullRequests, +WordsPerComment, MajorContributor",+Complexity,0.015980153680106964,0.3325511230305062,1.4177443901081472
"HighHunksCount, +NumPullRequests, MajorContributor",+Complexity,0.02642685696795915,0.3763909601927269,1.604644024166191
"LowCodeChurn, LowChangeSet, +NumPullRequests",+Complexity,0.01757494724294022,0.3167368268253738,1.3503242908343334
"LowChangeSet, +NumPullRequests, MajorContributor",+Complexity,0.02086924303687356,0.4183755853382851,1.783634448942018
"LowCodeChurn, +NumPullRequests, MajorContributor",+Complexity,0.01554520998115244,0.32290446712397525,1.3766184057176711
"+WordsInDiscussion, HighHunksCount","+Size, +Complexity",0.0290606827005171,0.30011645316918983,1.4014615461228268
"+WordsInDiscussion, LowChangeSet","+Size, +Complexity",0.024944826586336323,0.3339443605779599,1.5594285983072944
"HighHunksCount, +WordsPerComment","+Size, +Complexity",0.011711261819997744,0.3331042382588774,1.5555054574338085
"MajorContributor, +WordsPerComment","+Size, +Complexity",0.024187702369637708,0.3032108239095315,1.4159114090218519
"-WordsPerComment, LowChangeSet","+Size, +Complexity",0.013467145641703046,0.3157695939565628,1.4745574216001465
"ExtractionRefactoring, HighHunksCount","+Size, +Complexity",0.012693912399117225,0.5046429715017611,2.3565443067600573
"ExtractionRefactoring, MajorContributor","+Size, +Complexity",0.01656007861204633,0.5114427860696518,2.3882975763226972
"HighHunksCount, LowChangeSet","+Size, +Complexity",0.02741756206002223,0.4222801141297606,1.9719323462468987
"LowCodeChurn, HighHunksCount","+Size, +Complexity",0.015794899882404113,0.34463971880492095,1.6093729886224906
"HighHunksCount, MajorContributor","+Size, +Complexity",0.06925270228909258,0.34846397017103026,1.627231193914849
"LowChangeSet, MajorContributor","+Size, +Complexity",0.06622420542229811,0.39171033825631246,1.8291798749717614
"+WordsInDiscussion, HighHunksCount, +WordsPerComment",+Complexity,0.012718075937948032,0.3617411225658649,1.542188288271492
"+WordsInDiscussion, MajorContributor, +WordsPerComment",+Complexity,0.026128839989045863,0.32754442649434573,1.3963996541095733
"-WordsPerComment, +WordsInDiscussion, LowChangeSet",+Complexity,0.014554504889089357,0.3412653446647781,1.4548951858220884
"+WordsInDiscussion, HighHunksCount, MajorContributor",+Complexity,0.028859319876927043,0.3667349027635619,1.5634779588526633
"LowCodeChurn, +WordsInDiscussion, LowChangeSet",+Complexity,0.017905182273627914,0.31902985074626866,1.3600999962074114
"+WordsInDiscussion, LowChangeSet, MajorContributor",+Complexity,0.022214346698455144,0.41096706899120844,1.7520501848614274
"LowCodeChurn, +WordsInDiscussion, MajorContributor",+Complexity,0.016680896306200364,0.3152686862536155,1.344065259018315
"HighHunksCount, MajorContributor, +WordsPerComment",+Complexity,0.011493789970520482,0.408999713384924,1.7436628808320807
"ExtractionRefactoring, MajorContributor","-Cohesion, +Complexity",0.010140631795995296,0.3131840796019901,3.300488601893343
"-WordsPerComment, HighHunksCount, MajorContributor",+Complexity,0.014103452164247628,0.3317544524441076,1.4143479942567727
"-WordsPerComment, LowChangeSet, MajorContributor",+Complexity,0.01200927879891103,0.38152507676560904,1.6265319820327389
"ExtractionRefactoring, HighHunksCount, MajorContributor",+Complexity,0.01239589542020394,0.5510204081632654,2.349130820517205
"LowCodeChurn, HighHunksCount, LowChangeSet",+Complexity,0.015045830178649097,0.411001100110011,1.7521952676003814
"HighHunksCount, LowChangeSet, MajorContributor",+Complexity,0.026829582615139264,0.5003755445395824,2.133219743038504
"LowCodeChurn, HighHunksCount, MajorContributor",+Complexity,0.0147075406350178,0.4206404054365354,1.7932899147231514
"LowCodeChurn, LowChangeSet, MajorContributor",+Complexity,0.04653897578813409,0.3778446246403348,1.6108413408281068
"+WordsInDiscussion, +NumPullRequests, +Contributor",+Coupling,0.027441725598853037,0.36884269784562085,1.1306428400653106
"+WordsPerComment, +NumPullRequests, +Contributor",+Coupling,0.015432446799942007,0.38046068308181097,1.166256373693624
"-WordsPerComment, +NumPullRequests, +Contributor",+Coupling,0.010414485236077775,0.3589672404219878,1.1003708154498908
"HighCodeChurn, +NumPullRequests, +Contributor",+Coupling,0.010317831080754547,0.3223452440865626,0.9881104990944422
"HighHunksCount, +NumPullRequests, +Contributor",+Coupling,0.012548931166132383,0.4548905109489051,1.3944120412905625
"+NumPullRequests, +Contributor, MajorContributor",+Coupling,0.01936304911641993,0.4728560188827694,1.4494831407923399
"MinorContributor, +NumPullRequests, +Contributor",+Coupling,0.023325869484672263,0.30047727744345304,0.921076882714791
"HighHunksCount, +Contributor","+Size, +Coupling",0.02782834222014595,0.3590729578050302,1.5479823606141085
"LowChangeSet, +Contributor","+Size, +Coupling",0.027707524525991914,0.3559971023491669,1.5347221863626677
"MajorContributor, +Contributor","+Size, +Coupling",0.04467838329816196,0.4074781458899582,1.7566596661280554
"+WordsPerComment, +WordsInDiscussion, +Contributor",+Coupling,0.02198076582309068,0.3958514650420656,1.213434961010138
"-WordsPerComment, +WordsInDiscussion, +Contributor",+Coupling,0.015432446799942007,0.36405092152764584,1.1159542272318241
"+WordsInDiscussion, HighCodeChurn, +Contributor",+Coupling,0.010495030365513797,0.36549789621318374,1.1203897537517065
"+WordsInDiscussion, HighHunksCount, +Contributor",+Coupling,0.011252154582212414,0.47630412546880324,1.4600528959916497
"+WordsInDiscussion, MajorContributor, +Contributor",+Coupling,0.016954749746282843,0.47399234406665164,1.4529664087020657
"+WordsInDiscussion, +Contributor, MinorContributor",+Coupling,0.022262673776116758,0.32733301752723826,1.003399917487451
"+WordsPerComment, MinorContributor, +Contributor",+Coupling,0.012444222497865554,0.33926218708827405,1.0399673491619568
"HighCodeChurn, +Contributor, MajorContributor",+Coupling,0.010970246629186333,0.3661290322580645,1.1223244252374633
"HighHunksCount, LowChangeSet, +Contributor",+Coupling,0.01008425020539008,0.5391903531438414,1.6528230483487356
"HighHunksCount, MajorContributor, +Contributor",+Coupling,0.02444544678383298,0.5135363790186125,1.574183882294129
"MinorContributor, HighHunksCount, +Contributor",+Coupling,0.010954137603299129,0.3663793103448276,1.123091622550781
"LowCodeChurn, LowChangeSet, +Contributor",+Coupling,0.02355945036003673,0.38854941551540917,1.1910514081749077
"LowChangeSet, MajorContributor, +Contributor",+Coupling,0.01642315189200509,0.6052241021074504,1.8552415479000641
"MinorContributor, LowChangeSet, +Contributor",+Coupling,0.01734136636757575,0.34207181442643786,1.0485799231716944
"LowCodeChurn, MajorContributor, +Contributor",+Coupling,0.011477680944633278,0.5242825607064018,1.6071250072081036
"+WordsInDiscussion, +NumPullRequests, +Contributor",+Size,0.029455353834753614,0.3959077622604742,0.9942258604681914
"+WordsPerComment, +NumPullRequests, +Contributor",+Size,0.016672841793256763,0.41104050833995237,1.032228064330558
"-WordsPerComment, +NumPullRequests, +Contributor",+Size,0.010656120624385843,0.36729594669627985,0.9223742585030023
"HighHunksCount, +NumPullRequests, +Contributor",+Size,0.014731704173848607,0.534014598540146,1.3410475225460323
"LowChangeSet, +NumPullRequests, +Contributor",+Size,0.013418818564041432,0.5658967391304348,1.4211117488217806
"LowCodeChurn, +NumPullRequests, +Contributor",+Size,0.013048310968635726,0.46391752577319584,1.1650158072543004
"+NumPullRequests, +Contributor, MajorContributor",+Size,0.0241635388308069,0.5900865460267506,1.4818585536803979
"MinorContributor, +NumPullRequests, +Contributor",+Size,0.024461555809720186,0.31510686864494714,0.7913141076830997
"+WordsPerComment, +WordsInDiscussion, +Contributor",+Size,0.023648050002416352,0.4258775747026399,1.0694877406426417
"-WordsPerComment, +WordsInDiscussion, +Contributor",+Size,0.01652786056027192,0.3898916967509025,0.9791179780823146
"+WordsInDiscussion, HighHunksCount, +Contributor",+Size,0.012621421782624804,0.5342652574156154,1.341676991225112
"+WordsInDiscussion, LowChangeSet, +Contributor",+Size,0.01130853617281763,0.5857321652065081,1.4709235874319626
"LowCodeChurn, +WordsInDiscussion, +Contributor",+Size,0.01078499283148348,0.44707846410684476,1.1227286076320557
"+WordsInDiscussion, MajorContributor, +Contributor",+Size,0.020192663949610966,0.5645124971853186,1.4176355625224226
"+WordsInDiscussion, +Contributor, MinorContributor",+Size,0.022367382444383587,0.3288725722406442,0.8258833175016675
"+WordsPerComment, MajorContributor, +Contributor",+Size,0.011501844483464085,0.6102564102564102,1.532510252209275
"+WordsPerComment, MinorContributor, +Contributor",+Size,0.012146205518952269,0.33113746157224416,0.8315710350945691
"HighCodeChurn, +Contributor, MajorContributor",+Size,0.012822784606214862,0.4279569892473118,1.074709683509188
"HighHunksCount, LowChangeSet, +Contributor",+Size,0.012701966912060828,0.6791559000861327,1.7055345298103466
"HighHunksCount, MajorContributor, +Contributor",+Size,0.03014804194790341,0.6333333333333333,1.5904623205701303
"MinorContributor, HighHunksCount, +Contributor",+Size,0.01134880873753564,0.37957974137931033,0.9532220152350754
"LowCodeChurn, LowChangeSet, +Contributor",+Size,0.03268521352513813,0.5390541976620616,1.3537032475684299
"LowChangeSet, MajorContributor, +Contributor",+Size,0.02212574705607552,0.8153754823389731,2.0476168133318406
"MinorContributor, LowChangeSet, +Contributor",+Size,0.022391545983214394,0.4416904988878297,1.1091980460551307
"LowCodeChurn, MajorContributor, +Contributor",+Size,0.016680896306200364,0.7619573215599706,1.9134701207742186
"LowCodeChurn, MinorContributor, +Contributor",+Size,0.025371715772347245,0.3713308970882942,0.9325070530775315
"HighHunksCount, MajorContributor, +Contributor",-Cohesion,0.01484446735505904,0.31184433164128594,2.185409863998206
"HighHunksCount, +NumPullRequests","+Size, +Coupling",0.030051387792580184,0.3376165052936386,1.4554824680796696
"LowChangeSet, +NumPullRequests","+Size, +Coupling",0.023825249287175606,0.3277562326869806,1.4129743155324626
"+WordsInDiscussion, +NumPullRequests, +WordsPerComment",+Coupling,0.03241136008505566,0.38437291049765976,1.1782488353643388
"-WordsPerComment, +WordsInDiscussion, +NumPullRequests",+Coupling,0.0374534851877507,0.32915693353153536,1.0089909121938236
"HighCodeChurn, +WordsInDiscussion, +NumPullRequests",+Coupling,0.01950803034940477,0.33921568627450976,1.039824806521295
"+WordsInDiscussion, HighHunksCount, +NumPullRequests",+Coupling,0.028166631763777244,0.4555758207399687,1.3965127758666258
"+WordsInDiscussion, LowChangeSet, +NumPullRequests",+Coupling,0.018863669313916587,0.413269807658373,1.266828791171242
"LowCodeChurn, +WordsInDiscussion, +NumPullRequests",+Coupling,0.015972099167163363,0.3170770706747682,0.9719615483816891
"+WordsInDiscussion, +NumPullRequests, MajorContributor",+Coupling,0.05613995521690803,0.3946325444457026,1.2096985068172377
"HighHunksCount, +NumPullRequests, +WordsPerComment",+Coupling,0.011421299354028061,0.4989444053483462,1.5294539455241365
"+NumPullRequests, +WordsPerComment, MajorContributor",+Coupling,0.02118336904167405,0.44083137780757625,1.3513154629480475
"MinorContributor, +NumPullRequests, +WordsPerComment",+Coupling,0.011227991043381607,0.3095713968465467,0.9489538097892983
"-WordsPerComment, HighHunksCount, +NumPullRequests",+Coupling,0.013330218921661807,0.42240939254721793,1.2948450872131572
"-WordsPerComment, +NumPullRequests, MajorContributor",+Coupling,0.026596001739774795,0.3638968481375358,1.1154819338222217
"HighCodeChurn, +NumPullRequests, MajorContributor",+Coupling,0.017816582631248287,0.3678084469571001,1.12747246860678
"HighHunksCount, +NumPullRequests, MajorContributor",+Coupling,0.03356315543599078,0.4780314328323964,1.4653477485524997
"LowCodeChurn, LowChangeSet, +NumPullRequests",+Coupling,0.019693284147107623,0.3549136304253157,1.0879449625160398
"LowChangeSet, +NumPullRequests, MajorContributor",+Coupling,0.021787457512444222,0.4367834652026481,1.3389070746819804
"LowCodeChurn, +NumPullRequests, MajorContributor",+Coupling,0.01694669523333924,0.3520160615693492,1.0790628143815364
